first,last,category,amt,gender,state,merchant,hour,day_of_week,is_fraud
Alice,Taylor,food_out,310.56188567902495,M,CA,Walmart,5,0,0
Jane,Doe,entertainment,308.1381404112438,M,TX,SuperStore,4,4,0
Hannah,Brown,food_out,1490.8427942852877,F,IL,Amazon,16,0,0
Diana,Miller,entertainment,1988.1132335328966,M,CA,Starbucks,9,6,0
Diana,Doe,shopping_net,1042.1150994631012,M,IL,GasStation,19,5,0
George,Doe,health_fitness,118.9426639614897,F,CA,Apple,4,2,0
Diana,Taylor,grocery_pos,60.50340094737887,F,CA,Amazon,11,2,1
Bob,Anderson,shopping_net,1696.9685266577922,M,MA,Walmart,12,5,0
Jane,Brown,shopping_net,1925.6341881019248,M,NY,HighEndClub,4,1,0
Jane,Moore,grocery_pos,880.4013557548112,F,NV,GasStation,15,3,0
Diana,Wilson,food_out,1434.0605083705918,M,IL,Apple,4,1,0
Edward,Thomas,entertainment,1191.3350461037114,F,NY,GasStation,8,1,0
Hannah,Johnson,entertainment,839.4234275451057,F,IL,Nike,4,5,0
Hannah,Anderson,gas_transport,185.95841740585965,M,FL,Nike,7,6,0
Fiona,Moore,food_out,1670.035230986655,F,AZ,Starbucks,10,6,0
Alice,Brown,grocery_pos,1943.3741499947869,M,WA,GasStation,8,1,0
Charlie,Thomas,health_fitness,1693.967149731902,M,MA,HighEndClub,11,4,0
Fiona,Miller,food_out,250.0691685044508,M,NV,Starbucks,18,5,0
Alice,Taylor,shopping_net,1936.0561183365799,M,WA,Nike,18,3,0
Diana,Smith,entertainment,677.1625273066671,M,TX,HighEndClub,10,2,0
Diana,Moore,entertainment,1732.2130273892546,F,NV,Walmart,6,6,0
Diana,Thomas,food_out,1777.5384550454967,F,MA,Nike,3,0,0
Hannah,Miller,entertainment,558.4759889215085,F,TX,Nike,5,1,0
Jane,Smith,shopping_net,600.9966482868571,F,TX,SuperStore,18,4,0
Alice,Moore,gas_transport,627.1484223762366,F,CA,Amazon,16,0,0
John,Thomas,grocery_pos,1675.9789288516595,M,IL,Nike,18,2,0
Edward,Anderson,grocery_pos,787.0763786972461,F,CA,Nike,12,5,0
Fiona,Brown,grocery_pos,250.0615122580219,M,NY,Apple,13,3,0
Alice,Thomas,health_fitness,422.7204405446242,M,NY,HighEndClub,17,1,0
Jane,Wilson,grocery_pos,1012.8676049336287,M,AZ,Apple,20,5,0
Alice,Moore,food_out,511.8618320104495,M,NY,GasStation,7,2,0
John,Anderson,grocery_pos,1028.33184046738,F,AZ,Starbucks,19,6,0
Fiona,Doe,grocery_pos,1458.415223883421,M,MA,Amazon,16,0,0
Jane,Miller,health_fitness,470.04879496551564,F,MA,GasStation,6,1,1
Hannah,Moore,health_fitness,695.8239424368543,F,IL,Walmart,23,6,0
Alice,Brown,entertainment,1727.2704288214384,F,CA,Apple,19,4,0
Charlie,Doe,health_fitness,108.54966343652113,F,WA,Apple,13,3,0
John,Doe,food_out,1964.473537377288,M,AZ,Walmart,17,6,0
Hannah,Taylor,food_out,1561.3843320972348,F,WA,HighEndClub,12,2,0
George,Moore,shopping_net,1364.9737842574657,M,AZ,Starbucks,12,5,0
Jane,Thomas,shopping_net,1357.5151346991954,F,IL,GasStation,23,5,0
Alice,Johnson,food_out,1885.6762573746448,M,AZ,GasStation,15,3,0
Edward,Smith,shopping_net,1137.1016688593509,M,NV,GasStation,16,1,0
Charlie,Anderson,food_out,1701.6648028247077,M,NV,GasStation,3,3,0
Edward,Thomas,shopping_net,1658.3157242917562,F,CA,HighEndClub,10,1,0
Bob,Smith,gas_transport,1798.191584227321,F,NJ,Nike,22,6,0
Fiona,Taylor,entertainment,692.3827647888616,M,FL,HighEndClub,5,5,1
Jane,Smith,grocery_pos,1788.6534493800227,M,WA,Apple,21,2,0
Charlie,Johnson,gas_transport,1542.5266705587944,M,FL,Amazon,8,4,0
Alice,Brown,entertainment,1896.222577900504,M,NY,Amazon,22,5,0
Jane,Brown,shopping_net,1811.526802444908,M,CA,Amazon,6,4,0
George,Miller,food_out,1474.5913953676425,M,TX,HighEndClub,10,1,0
Diana,Anderson,shopping_net,1013.476661515394,F,TX,Walmart,19,4,0
Edward,Doe,shopping_net,1582.8347432478183,M,NJ,Walmart,6,3,0
Bob,Taylor,food_out,1876.4474336187636,M,NJ,Starbucks,12,3,0
Hannah,Moore,grocery_pos,336.4634638484231,F,NJ,Walmart,5,0,0
Charlie,Smith,food_out,1006.0361166924453,M,NY,Apple,13,3,0
John,Wilson,grocery_pos,1411.8629373452948,M,IL,Amazon,0,1,0
Hannah,Doe,grocery_pos,1122.7750582864203,M,NJ,GasStation,18,1,0
George,Moore,health_fitness,1928.3518613405186,F,IL,Walmart,14,4,0
Fiona,Moore,entertainment,923.1563479022793,F,FL,HighEndClub,2,5,0
Bob,Wilson,health_fitness,1533.9151594705806,F,AZ,Starbucks,3,4,0
George,Smith,grocery_pos,1296.0565316150414,F,MA,Nike,2,2,0
Edward,Anderson,grocery_pos,1449.6691666478528,F,WA,GasStation,19,5,0
Bob,Wilson,gas_transport,177.70528623866676,M,WA,Starbucks,6,5,0
Alice,Thomas,health_fitness,673.1138099598716,M,WA,HighEndClub,10,3,0
Charlie,Wilson,health_fitness,1716.8677529983568,F,NJ,SuperStore,19,0,0
Charlie,Doe,shopping_net,1487.296114818386,F,WA,Walmart,4,4,0
John,Taylor,entertainment,100.55571667085812,F,FL,Starbucks,15,1,0
Hannah,Doe,gas_transport,713.9841246512459,F,NJ,Apple,1,6,0
Edward,Smith,gas_transport,1876.2629362689909,F,IL,Starbucks,17,4,0
Fiona,Anderson,food_out,1994.3770954823308,M,NJ,Starbucks,6,6,0
Charlie,Thomas,health_fitness,1576.9496780697843,F,NY,HighEndClub,6,5,0
Jane,Miller,food_out,1259.3221327178155,M,IL,Apple,21,5,0
Fiona,Miller,shopping_net,1268.5555453267152,F,NV,Apple,11,6,0
John,Smith,grocery_pos,1281.4527101617396,F,NY,Walmart,22,4,0
Edward,Taylor,entertainment,445.56268997574034,F,NJ,GasStation,19,2,0
Edward,Moore,grocery_pos,1506.8794586963973,F,NV,Starbucks,11,1,0
George,Smith,grocery_pos,32.843236352715536,M,WA,Walmart,10,0,0
Bob,Johnson,health_fitness,1348.180478077239,M,NJ,Starbucks,17,3,0
Charlie,Johnson,grocery_pos,1600.67760221582,M,AZ,GasStation,6,0,0
Alice,Wilson,entertainment,735.6221967485731,M,CA,HighEndClub,11,4,0
George,Moore,food_out,1402.019208804943,F,NY,SuperStore,4,1,0
John,Brown,gas_transport,626.1862570258291,F,NY,Amazon,3,4,0
John,Smith,entertainment,635.3817284282071,M,IL,Nike,7,2,0
Diana,Miller,entertainment,1892.0360087884533,F,FL,HighEndClub,11,1,0
Charlie,Taylor,entertainment,1416.8073055032762,M,NY,Nike,18,3,0
Alice,Thomas,shopping_net,1417.3721787269808,F,MA,HighEndClub,17,6,0
George,Doe,gas_transport,579.1856540517759,F,NV,Amazon,1,0,0
Charlie,Brown,shopping_net,570.8827004696337,F,WA,Nike,1,2,0
Diana,Anderson,grocery_pos,905.0397635112065,F,WA,Amazon,20,4,0
Fiona,Smith,grocery_pos,315.822260911669,M,IL,Amazon,3,0,0
Bob,Wilson,food_out,1340.9152047025632,F,CA,Nike,6,0,0
Diana,Wilson,entertainment,1466.6922736183346,F,WA,Starbucks,8,5,0
Fiona,Smith,shopping_net,228.09948372159667,F,TX,Apple,14,6,0
Fiona,Smith,health_fitness,566.7021677168824,F,CA,Nike,16,4,0
Edward,Johnson,shopping_net,1202.8966802696145,M,AZ,Amazon,18,0,0
Diana,Wilson,health_fitness,1259.4299156392683,F,WA,Starbucks,12,2,0
Hannah,Moore,shopping_net,765.1794173225289,F,MA,SuperStore,10,1,0
Diana,Thomas,health_fitness,1454.773666936496,M,WA,Walmart,15,6,0
Diana,Brown,gas_transport,1900.175147741224,M,NY,Nike,13,4,0
George,Smith,entertainment,1564.1820635815561,F,CA,SuperStore,5,2,0
Bob,Smith,gas_transport,242.85323497932478,F,AZ,Amazon,17,2,0
Charlie,Miller,entertainment,788.110318519654,M,NY,HighEndClub,17,6,0
Fiona,Thomas,food_out,495.6335254231815,M,WA,SuperStore,21,2,0
John,Wilson,grocery_pos,52.32891906735385,M,FL,HighEndClub,8,1,0
George,Doe,shopping_net,1646.3724647963918,F,NJ,Amazon,1,4,0
Hannah,Taylor,health_fitness,1047.1046642725682,F,IL,Starbucks,6,0,0
Diana,Smith,grocery_pos,348.96809110023923,F,CA,GasStation,17,1,0
Diana,Anderson,entertainment,819.4246525792817,M,IL,SuperStore,8,0,0
Alice,Brown,shopping_net,1246.080228932066,M,NV,Walmart,17,0,0
Edward,Doe,entertainment,1653.675746696917,M,AZ,SuperStore,3,2,0
Edward,Anderson,health_fitness,1334.518642707763,F,FL,GasStation,11,2,0
Bob,Taylor,health_fitness,1251.4694057045663,F,NY,Amazon,14,5,0
Charlie,Miller,grocery_pos,953.4303825180299,M,NY,SuperStore,16,3,0
Diana,Brown,shopping_net,1844.882217119732,F,NV,Nike,6,3,0
Diana,Smith,shopping_net,114.19995066566841,M,IL,Apple,12,3,0
Edward,Smith,shopping_net,1835.891395000875,M,TX,GasStation,20,0,0
Bob,Miller,health_fitness,200.94640965482114,F,TX,Walmart,7,0,0
Fiona,Miller,health_fitness,333.5198687991618,M,MA,Apple,23,6,0
Alice,Taylor,entertainment,828.9207555243396,M,MA,Starbucks,23,4,0
Alice,Thomas,entertainment,1837.8933732729545,M,WA,Walmart,22,0,1
John,Doe,entertainment,1888.8311561773953,F,WA,HighEndClub,18,4,0
Fiona,Thomas,food_out,1070.7229084091855,M,NJ,SuperStore,5,4,0
Edward,Anderson,gas_transport,1663.1861429102923,F,MA,HighEndClub,0,5,0
George,Thomas,gas_transport,1639.3959903199373,F,TX,HighEndClub,14,0,0
Hannah,Thomas,gas_transport,597.8879360465262,M,NJ,Amazon,2,4,0
Alice,Thomas,shopping_net,563.0632377199125,M,MA,GasStation,1,6,0
Alice,Miller,health_fitness,45.860169953600206,M,NV,GasStation,17,0,0
George,Miller,grocery_pos,690.6663994354637,M,NY,Amazon,5,3,0
Bob,Doe,shopping_net,1302.7651885389425,F,MA,Walmart,4,2,1
Alice,Smith,entertainment,1649.3178512306445,F,FL,Walmart,11,2,0
Bob,Wilson,shopping_net,1055.381783489578,M,IL,Nike,8,3,0
Edward,Brown,health_fitness,992.1225414660428,F,TX,Walmart,14,5,0
Fiona,Taylor,food_out,1271.520223626673,M,NV,Walmart,6,0,0
Alice,Taylor,shopping_net,1007.0987145230948,F,AZ,SuperStore,4,3,0
Jane,Doe,grocery_pos,1863.2699167581582,F,NY,Walmart,10,1,0
John,Anderson,entertainment,1280.3266440277325,M,MA,Nike,2,5,0
George,Smith,food_out,455.85427496964513,M,NY,GasStation,6,1,0
George,Moore,grocery_pos,1331.002475204567,M,NY,HighEndClub,20,4,0
John,Miller,shopping_net,1237.519019238127,M,FL,HighEndClub,19,1,0
Bob,Johnson,health_fitness,1302.3665841615652,M,CA,HighEndClub,17,3,0
Diana,Brown,entertainment,224.33396843694047,M,TX,Walmart,4,4,0
George,Moore,shopping_net,496.95694652006745,F,CA,SuperStore,6,1,0
Alice,Smith,gas_transport,1878.9791096242916,F,NV,Walmart,4,1,0
George,Moore,health_fitness,1783.9790660704411,F,IL,Starbucks,19,4,0
Diana,Taylor,entertainment,38.90172536422965,F,NY,Nike,14,4,0
Edward,Taylor,gas_transport,1165.757585751089,M,CA,GasStation,1,6,0
George,Brown,health_fitness,262.0880577326566,F,AZ,Nike,14,6,0
Fiona,Anderson,gas_transport,621.5538588453287,M,TX,Apple,0,6,0
Jane,Brown,entertainment,1710.2209613613286,M,IL,Starbucks,2,1,0
Fiona,Moore,entertainment,1657.963861782366,M,IL,Amazon,23,0,0
Fiona,Taylor,shopping_net,1001.8491703183378,F,NY,SuperStore,20,4,0
Edward,Moore,gas_transport,1912.578527947509,F,NV,SuperStore,12,5,0
Fiona,Anderson,health_fitness,1537.0053517536005,M,NY,Apple,5,6,0
Fiona,Smith,gas_transport,813.8895726787215,M,FL,Starbucks,10,5,0
Diana,Johnson,shopping_net,956.9942749274795,F,FL,Walmart,20,5,0
Alice,Doe,health_fitness,1725.1596055369023,F,WA,Nike,15,5,0
Fiona,Smith,food_out,1297.7175520945832,M,MA,Nike,18,0,0
Diana,Miller,gas_transport,1587.7445911884954,M,NY,Nike,2,6,0
Jane,Doe,shopping_net,379.94316002769057,M,TX,HighEndClub,8,3,0
John,Johnson,gas_transport,1330.4532092013574,F,NY,Starbucks,7,5,0
Bob,Taylor,shopping_net,1700.1336014433348,F,IL,GasStation,12,6,0
Bob,Thomas,gas_transport,42.26887561496338,F,FL,Nike,0,5,0
George,Smith,health_fitness,890.1794435609957,F,AZ,Nike,6,1,0
Bob,Miller,food_out,796.3090675251194,F,NV,Amazon,1,6,0
Charlie,Wilson,health_fitness,128.0715299989021,M,NV,Walmart,23,1,0
John,Moore,food_out,1872.5754368116593,F,NY,Apple,4,2,0
Charlie,Johnson,food_out,368.48422980388244,M,NV,Walmart,21,4,0
Fiona,Miller,gas_transport,1926.4620326523427,M,FL,HighEndClub,20,3,0
Fiona,Wilson,grocery_pos,1162.3413164485635,F,NY,Starbucks,17,3,0
Alice,Miller,entertainment,571.6406347627967,M,MA,Amazon,3,3,0
Hannah,Thomas,entertainment,925.933613058364,M,CA,Amazon,17,6,0
Jane,Johnson,grocery_pos,740.967530472629,F,IL,SuperStore,14,1,0
Diana,Wilson,entertainment,1079.2989135139073,F,IL,Nike,21,1,0
Jane,Miller,shopping_net,406.0834448677159,F,NY,Apple,21,5,0
John,Taylor,food_out,205.7880700039459,F,FL,Apple,4,1,0
Diana,Johnson,health_fitness,1818.7664989490715,F,AZ,SuperStore,6,0,0
John,Taylor,food_out,1413.6785293601972,F,IL,Apple,12,3,0
Bob,Brown,grocery_pos,1854.471279906807,F,TX,Amazon,23,3,0
Charlie,Thomas,health_fitness,1425.4218851131668,M,WA,Apple,15,5,1
Fiona,Moore,health_fitness,245.20609234591964,F,CA,Starbucks,19,1,0
Fiona,Smith,grocery_pos,76.63894547835882,M,AZ,Apple,11,3,0
Edward,Brown,gas_transport,1585.9463927107831,F,FL,HighEndClub,1,5,0
Charlie,Johnson,shopping_net,205.18739301878054,M,NV,GasStation,17,5,0
John,Brown,gas_transport,889.6780404103107,F,AZ,Walmart,7,2,0
George,Doe,shopping_net,1445.7149818633065,M,NV,Starbucks,10,3,0
Fiona,Miller,health_fitness,1960.153270088861,M,CA,Nike,18,6,0
Bob,Wilson,gas_transport,606.1442614938942,F,TX,Nike,21,4,0
Charlie,Miller,food_out,1327.1084673353823,M,CA,GasStation,8,5,0
Diana,Miller,shopping_net,1479.3648230798763,F,NV,GasStation,23,4,0
George,Wilson,health_fitness,1297.556883728455,F,FL,Apple,18,5,0
Charlie,Anderson,gas_transport,322.2337943584077,M,FL,Amazon,18,6,0
Diana,Johnson,health_fitness,1408.1356076243385,M,WA,Walmart,23,2,0
Diana,Smith,health_fitness,1492.2716899854597,F,FL,HighEndClub,9,2,0
George,Moore,health_fitness,1221.2495200145559,F,WA,GasStation,0,2,0
Fiona,Thomas,entertainment,1812.4205206877582,M,NJ,Starbucks,23,2,0
Bob,Thomas,food_out,1916.732564429069,F,IL,Amazon,7,0,0
Fiona,Anderson,health_fitness,1408.0022890648208,M,AZ,SuperStore,13,2,0
Hannah,Moore,grocery_pos,1701.0873622819697,M,IL,GasStation,18,0,0
Diana,Johnson,grocery_pos,727.3187211478959,M,NJ,HighEndClub,4,3,0
Charlie,Smith,shopping_net,1829.5482833382964,F,NV,HighEndClub,9,0,0
Edward,Doe,entertainment,915.4226963808969,M,NY,Apple,21,2,0
Fiona,Johnson,entertainment,636.7222202986577,M,NJ,Apple,9,6,0
Diana,Thomas,grocery_pos,25.01604541181149,M,TX,Amazon,22,4,0
Charlie,Moore,health_fitness,1464.8470050692788,F,FL,Walmart,23,6,0
Jane,Anderson,health_fitness,951.2345753897307,M,WA,Amazon,15,3,0
Hannah,Miller,entertainment,173.74759957029684,M,AZ,Nike,8,6,0
